Date,No.of Transaction,Total Share,Amount,Max.price,Min.price,Closing Price
2013-10-08,23,2783.00,1681457.00,605.00,550.00,605.00
2013-10-09,359,16506.00,10708790.00,665.00,617.00,665.00
2013-10-10,399,23565.00,16050701.00,718.00,652.00,690.00
2013-10-17,60,2986.00,2032869.00,693.00,677.00,686.00
2013-10-20,61,1943.00,1322219.00,695.00,652.00,660.00
2013-10-21,151,10997.00,7288319.00,673.00,650.00,670.00
2013-10-22,231,6847.00,4596247.00,674.00,660.00,674.00
2013-10-23,263,14041.00,9469981.00,682.00,670.00,680.00
2013-10-24,206,11302.00,7837303.00,700.00,676.00,699.00
2013-10-27,185,12862.00,8775962.00,710.00,675.00,690.00
2013-10-28,100,4891.00,3373032.00,695.00,668.00,691.00
2013-10-29,173,3268.00,2238755.00,695.00,675.00,688.00
2013-10-30,234,4868.00,3369810.00,696.00,688.00,693.00
2013-10-31,215,11043.00,7643491.00,698.00,688.00,691.00
2013-11-06,136,7253.00,4885069.00,683.00,665.00,680.00
2013-11-07,193,3669.00,2513160.00,691.00,680.00,687.00
2013-11-10,101,4399.00,3055023.00,701.00,689.00,695.00
2013-11-11,146,14879.00,10410446.00,702.00,690.00,700.00
2013-11-12,100,10501.00,7494181.00,725.00,703.00,716.00
2013-11-13,99,7925.00,5802001.00,745.00,712.00,725.00
2013-11-14,171,7175.00,5203586.00,735.00,718.00,724.00
2013-11-21,1,16.00,11808.00,738.00,738.00,738.00
2013-11-24,43,3633.00,2833616.00,800.00,737.00,737.00
2013-11-25,71,5297.00,3901979.00,750.00,720.00,737.00
2013-11-26,128,3137.00,2338590.00,760.00,716.00,750.00
2013-11-27,59,2179.00,1637669.00,760.00,745.00,755.00
2013-11-28,61,2292.00,1737603.00,769.00,740.00,768.00
2013-12-01,30,3395.00,2619815.00,790.00,765.00,770.00
2013-12-02,35,7326.00,5756874.00,824.00,770.00,824.00
2013-12-03,44,7229.00,6068700.00,906.00,823.00,906.00
2013-12-04,39,4329.00,4237633.00,996.00,924.00,990.00
2013-12-05,59,20168.00,20056433.00,1038.00,970.00,989.00
2013-12-08,67,2766.00,2626711.00,1008.00,916.00,930.00
2013-12-09,36,2635.00,2436860.00,935.00,912.00,935.00
2013-12-10,42,1391.00,1265239.00,934.00,902.00,905.00
2013-12-11,68,3154.00,2927011.00,943.00,911.00,925.00
2013-12-12,46,1644.00,1543080.00,959.00,907.00,927.00
2013-12-15,56,3430.00,3261309.00,995.00,927.00,995.00
2013-12-16,29,467.00,472238.00,1014.00,1000.00,1014.00
2013-12-18,27,8172.00,8274739.00,1033.00,994.00,1015.00
2013-12-19,12,3787.00,3697285.00,1009.00,957.00,1000.00
2013-12-22,261,10809.00,10861633.00,1020.00,990.00,1000.00
2013-12-23,168,6906.00,6859240.00,1001.00,980.00,980.00
2013-12-24,267,7827.00,7626358.00,1000.00,940.00,995.00
2013-12-26,566,16840.00,16808147.00,1022.00,980.00,1022.00
2013-12-29,9,135.00,123320.00,916.00,906.00,912.00
2013-12-31,30,8081.00,7288671.00,930.00,900.00,900.00
2014-01-01,25,976.00,891857.00,930.00,900.00,930.00
2014-01-02,28,803.00,740871.00,969.00,898.00,969.00
2014-01-05,11,501.00,488677.00,988.00,957.00,957.00
2014-01-06,3,7631.00,7213045.00,963.00,940.00,945.00
2014-01-07,58,3080.00,2906354.00,969.00,910.00,950.00
2014-01-08,15,376.00,366474.00,988.00,963.00,971.00
2014-01-09,33,1992.00,1967824.00,995.00,974.00,995.00
2014-01-12,7,345.00,351182.00,1075.00,995.00,1075.00
2014-01-13,14,401.00,449150.00,1139.00,1096.00,1110.00
2014-01-14,14,1937.00,2171868.00,1140.00,1110.00,1131.00
2014-01-16,30,746.00,854146.00,1160.00,1130.00,1160.00
2014-01-19,4,49.00,55834.00,1140.00,1138.00,1140.00
2014-01-20,2,140.00,154196.00,1120.00,1099.00,1099.00
2014-01-21,39,1638.00,1749536.00,1100.00,1060.00,1060.00
2014-01-22,6,74.00,76680.00,1040.00,1030.00,1030.00
2014-01-23,2,516.00,536640.00,1040.00,1040.00,1040.00
2014-01-26,24,358.00,374130.00,1075.00,1030.00,1060.00
2014-01-27,14,218.00,224518.00,1040.00,1000.00,1002.00
2014-01-28,12,171.00,172297.00,1030.00,1000.00,1030.00
2014-01-29,15,375.00,391522.00,1060.00,1020.00,1040.00
2014-02-02,12,725.00,762000.00,1065.00,1040.00,1065.00
2014-02-03,3,56.00,58325.00,1050.00,1025.00,1025.00
